Id,Name,Ff_time,Prize_money,Correct_answers,Lost_Question,Lost_money,Lost_how,Ata_used,Ff_used,Pp_used,Ata_question,Ata_perc,Ata_correct,Ff_question,Ff_correct,Pp_question,Pp_correct,Phoned_who,Bad_question,Bad_number
843,Chris Walton,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
844,Trevor Pyle,0,64000,11,12,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
845,Steve Smeehuyzen,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
846,Tony BeTora,0,16000,9,10,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
847,Debra Livinston,0,8000,8,9,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
848,Pam Maine,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
849,Jennifer Simms,0,16000,9,10,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
850,Rebecca Wallihan,0,64000,11,12,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
851,Will Chapman,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
852,Jeff Bathurst,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
853,Carmen Datillo,0,8000,8,9,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
854,Ben Hayhurst,0,16000,9,10,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
855,Adam Staple,0,8000,8,9,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
856,Denver Deseranno,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
857,Steve Solomon,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
858,Pam Waltz,0,16000,9,10,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
859,Kurt Sahr,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
860,David Hamilton,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
861,Eve Bjork,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
862,Monica Lenhard,0,32000,12,13,93000,wrong,2,2,2,0,0,2,0,2,0,2,na,0,0
863,Sami Nasrawi,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
864,Lee Russell,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
865,Jason Packham,0,16000,9,10,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
866,Susan Grant,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
867,Tammy Smutny,0,64000,11,12,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
868,Zalman Nakhimovsky,0,125000,12,13,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
869,Randy Reetz,0,16000,9,10,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
870,Jill Tomazin,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
871,Sherry Hutchison,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
872,Kirk Nelson,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
873,Kathy Rasbeck,0,16000,9,10,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
874,Terri Depatis,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
875,Sharon Scheiblein,0,16000,9,10,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
876,Christopher Young,0,64000,11,12,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
877,Kelli Anderson,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
878,Douglas Collum,0,64000,11,12,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
879,Amy Harrelson,0,16000,9,10,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
880,Matt Stevenson,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
881,Sunny Chu,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
882,Joelle Murchison,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
883,Tyler Mathers,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
884,Cori Gorbett,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
885,Roger Friedman,0,125000,12,13,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
886,Barry Lake,0,1000,9,10,15000,wrong,2,2,2,0,0,2,0,2,0,2,na,0,0
887,Kaite Cunningham,0,8000,8,9,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
888,Phyllis Harris,0,64000,11,12,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
889,Joe Sill,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
890,Mickey Mariancher,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
891,Veroica Webb,0,250000,13,14,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
892,Molly Sims,0,125000,12,13,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
893,Eva Herzigova,0,250000,13,14,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
894,Kim Alexis,0,250000,13,14,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
895,Frederique vander Wal,0,250000,13,14,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
896,Jordy Wommack,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
897,Erica Bell,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
898,Kathleen Swanekamp,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
899,Martina McBride,0,125000,12,13,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
900,Mick Foley,0,125000,12,13,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
901,Jill Maxwell,0,64000,11,12,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
902,TJ Houck,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
903,Jessica Dietz,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
904,Elizabeth Butler,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
905,Mary Alice Tyson,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
906,Annamaria Zavala,0,125000,12,13,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
907,Moira Casillas,0,64000,11,12,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
908,David Murphy,0,125000,12,13,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
909,Lynn Garcia,0,16000,9,10,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
910,Marion Jones,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
911,Dan Jansen,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
912,Mia Hamm,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
913,Mary Lou Retton,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
914,Tai Babilonia,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
915,Mike Eruzione,0,64000,11,12,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
916,Oscar de la Hoya,0,125000,12,13,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
917,Bruce Jenner,0,64000,11,12,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
918,Cliff Kowalczky,0,32000,11,12,32000,wrong,2,2,2,0,0,2,0,2,0,2,na,0,0
919,Lisa Bialac-Jehle,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
920,Lucy Wang,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
921,Bill Schneir,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
922,Blake Boulerice,0,8000,8,9,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
923,Jennifer Leskawa,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
924,Adam Steiner,0,32000,10,11,0,wrong,2,2,2,0,0,2,0,2,0,2,na,0,0
925,Angela Hoagland,0,32000,11,12,32000,wrong,2,2,2,0,0,2,0,2,0,2,na,0,0
926,Ilona Goddard,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
927,Justin Bowers,0,125000,12,13,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
928,Eric Larkin,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
929,Katherine Hinkle,0,64000,11,12,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
930,Jung Mi Lee,0,64000,11,12,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
931,Shari Belafonte,0,125000,12,13,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
932,Thomas Calabro,0,32000,12,13,93000,wrong,2,2,2,0,0,2,0,2,0,2,na,0,0
933,Gabrielle Carteris,0,125000,12,13,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
934,Cheryl Ladd,0,64000,11,12,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
935,Bernie Kopell,0,64000,11,12,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
936,Matthew Dooher,0,125000,12,13,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
937,Randy Knopf,0,16000,9,10,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
938,Dane Vaught,0,64000,11,12,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
939,Mark Hard,0,16000,9,10,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
940,Mandy Dramstad,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
941,Warunchai Vathanasin,0,125000,12,13,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
942,Andrew Jankowski,0,64000,11,12,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
943,Anthony Zumpano,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
944,Richard Peperone,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
945,Linda Sivieri,0,16000,9,10,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
946,Steve Altes,0,32000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
947,Heather Barbour,0,16000,9,10,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
948,Alexis Rodriguez,0,125000,12,13,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
949,Matt Lester,0,64000,11,12,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
950,Wiley Henry,0,1000,0,0,0,na,2,2,2,0,0,2,0,2,0,2,na,0,0
951,Paula Kahlenbery,0,32000,10,11,0,wrong,2,2,2,0,0,2,0,2,0,2,na,0,0
952,Aurko Dutta,0,250000,13,14,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
953,Leo Luberecki,0,250000,13,14,0,walked,2,2,2,0,0,2,0,2,0,2,na,0,0
954,Jim Williams,0,32000,12,13,93000,wrong,2,2,2,0,0,2,0,2,0,2,na,0,0
955,Kathyrn Yahr,0,32000,10,11,0,wrong,2,2,2,0,0,2,0,2,0,2,na,0,0
